customer_id;first_name;last_name;age;gender;past_3_years_bike_related_purchases;job_title;job_industry_category;wealth_segment;deceased_iNodicator;tenure;address;postcode;state;country;owns_car;property_valuation
1820;Yard;Teeney;21;Male;12;Software Engineer II;IT;Affluent Customer;No;5;013 Armistice Street;2769;New South Wales;Australia;No;10
1689;Teodor;Larwell;22;Male;48;Quality Control Specialist;Financial Services;Mass Customer;No;4;16 Saint Paul Street;4670;Queensland;Australia;Yes;2
1470;Albie;Pach;22;Male;62;Senior Cost Accountant;Financial Services;High Net Worth;No;8;04 Gulseth Plaza;2528;New South Wales;Australia;Yes;8
1570;Phil;Dodle;22;Female;70;Staff Accountant III;Entertainment;Mass Customer;No;17;97910 Leroy Junction;2073;New South Wales;Australia;No;12
1327;Sarita;Khosa;22;Female;57;Director of Sales;Property;Affluent Customer;No;6;2 Shasta Street;3977;victoria;Australia;No;8
1221;Byrom;Draisey;22;Male;75;VP Product Management;Health;High Net Worth;No;14;94219 Buell Circle;2020;New South Wales;Australia;Yes;9
954;Alain;Immins;22;Male;76;VP Quality Control;Manufacturing;Mass Customer;No;7;0 Menomonie Avenue;3177;victoria;Australia;Yes;6
750;Izaak;Gisborne;22;Male;42;Analyst Programmer;Retail;Affluent Customer;No;7;99 Wayridge Place;2263;New South Wales;Australia;Yes;8
504;Vinny;Hegley;22;Male;93;Environmental Tech;Manufacturing;High Net Worth;No;7;830 Summit Center;3075;victoria;Australia;Yes;7
32;Marion;Vanichkin;22;Female;17;Legal Assistant;Manufacturing;Affluent Customer;No;4;2951 Petterle Place;2756;New South Wales;Australia;No;9
124;Kath;Cunney;22;Female;27;Administrative Assistant II;Health;High Net Worth;No;5;739 Elmside Way;3074;victoria;Australia;Yes;8
404;Sinclair;Sustins;22;Male;92;Geologist I;Financial Services;Affluent Customer;No;4;333 Bunting Crossing;2536;New South Wales;Australia;Yes;4
3117;Nisse;Marriage;22;Female;68;Cost Accountant;Financial Services;Affluent Customer;No;6;073 Fremont Alley;3805;victoria;Australia;Yes;7
2993;Blinnie;Hazelden;22;Female;85;Graphic Designer;Financial Services;Affluent Customer;No;4;00 Cordelia Trail;2138;New South Wales;Australia;No;9
3064;Zach;Billison;22;Male;96;Product Engineer;Financial Services;Affluent Customer;No;4;9317 Mendota Parkway;3064;victoria;Australia;Yes;8
2650;Candice;Patriskson;22;Female;33;Business Systems Development Analyst;IT;Affluent Customer;No;10;99 Homewood Place;4213;Queensland;Australia;Yes;8
2824;Lombard;Essame;22;Male;41;Assistant Media Planner;Entertainment;Affluent Customer;No;7;643 Clyde Gallagher Road;3107;victoria;Australia;No;10
2286;Katuscha;Sapsed;22;Female;20;Staff Scientist;Manufacturing;High Net Worth;No;5;67 Elka Court;3630;victoria;Australia;No;3
2221;Tye;Scottini;22;Male;80;General Manager;Argiculture;Affluent Customer;No;7;48 Laurel Parkway;4017;Queensland;Australia;No;5
1916;Redd;O'Crowley;22;Male;71;Computer Systems Analyst II;Retail;High Net Worth;No;7;6838 Anniversary Junction;2484;New South Wales;Australia;Yes;4
2013;Marge;Girault;22;Female;99;Registered Nurse;Health;Affluent Customer;No;19;06069 Hayes Road;2099;New South Wales;Australia;Yes;8
2017;Ezri;Sadry;22;Male;67;Programmer II;Financial Services;Affluent Customer;No;6;644 Mcbride Street;2086;New South Wales;Australia;Yes;11
2724;Gerome;Dutteridge;23;Male;92;Mechanical Systems Engineer;Financial Services;Mass Customer;No;4;3 Independence Street;4073;Queensland;Australia;No;6
2859;Brandais;Goodlad;23;Female;98;Assistant Professor;Argiculture;High Net Worth;No;5;3519 Schurz Alley;4034;Queensland;Australia;No;7
3204;Ibby;Beedon;23;Female;51;Media Manager III;Health;Mass Customer;No;4;220 American Ash Road;4022;Queensland;Australia;Yes;6
3315;Ninnette;Pandey;23;Female;77;Account Executive;Property;Mass Customer;No;5;6 North Court;3862;victoria;Australia;Yes;7
3320;Anabella;Mealham;23;Female;16;Nuclear Power Engineer;Manufacturing;High Net Worth;No;6;88 Michigan Junction;3109;victoria;Australia;No;10
208;Rutter;Excell;23;Male;57;Office Assistant III;Property;High Net Worth;No;5;056 Stone Corner Alley;4078;Queensland;Australia;No;7
12;Sawyere;Flattman;23;Male;58;Nuclear Power Engineer;Manufacturing;Mass Customer;No;8;44339 Golden Leaf Alley;4557;Queensland;Australia;No;4
957;Jamima;Gannan;23;Female;80;Automation Specialist I;Manufacturing;Affluent Customer;No;7;1346 Forest Dale Point;3111;victoria;Australia;Yes;10
1358;Gerome;Whittock;23;Male;8;Dental Hygienist;Health;High Net Worth;No;6;19 Green Ridge Avenue;3340;victoria;Australia;No;3
1369;Ilka;Allabush;23;Female;51;Civil Engineer;Manufacturing;Mass Customer;No;6;3 Schlimgen Alley;3201;victoria;Australia;Yes;6
1411;Katrina;Coltart;23;Female;24;Registered Nurse;Health;Mass Customer;No;5;45 Tony Trail;2259;New South Wales;Australia;Yes;7
1155;Janetta;Hartrick;23;Female;73;VP Marketing;Property;Mass Customer;No;9;9618 Havey Place;2710;New South Wales;Australia;Yes;1
1084;Serena;Jagson;23;Female;54;Accounting Assistant I;Retail;Affluent Customer;No;8;24596 Hoepker Avenue;2322;New South Wales;Australia;No;4
1018;Matthiew;Ferreras;23;Male;1;Help Desk Operator;Manufacturing;Mass Customer;No;7;3 Hayes Court;3109;victoria;Australia;Yes;10
986;Barnard;Stranks;23;Male;3;Office Assistant I;Manufacturing;Mass Customer;No;8;82 Shasta Drive;4825;Queensland;Australia;Yes;3
1522;Hubie;Thunnerclef;23;Male;57;Paralegal;Financial Services;Mass Customer;No;7;79055 Moose Terrace;2176;New South Wales;Australia;No;9
1573;Aurea;Reubens;23;Female;48;Web Designer I;Property;Mass Customer;No;4;9 Northfield Circle;2121;New South Wales;Australia;Yes;12
1784;Louella;O' Timony;23;Female;37;GIS Technical Architect;Manufacturing;Mass Customer;No;6;07 Miller Pass;2017;New South Wales;Australia;Yes;9
1763;Suzie;Ornillos;23;Female;96;Automation Specialist I;Manufacturing;Affluent Customer;No;7;08731 Coleman Lane;3352;victoria;Australia;Yes;6
1427;Jodie;Juett;24;Male;14;Environmental Specialist;Financial Services;High Net Worth;No;8;22 Transport Alley;2761;New South Wales;Australia;No;9
1357;Waylin;Eassom;24;Male;69;Research Nurse;Health;High Net Worth;No;6;43811 Golf View Road;3380;victoria;Australia;No;1
70;Foster;Vannoort;24;Male;78;Paralegal;Financial Services;Affluent Customer;No;8;9 Bonner Road;2070;New South Wales;Australia;No;12
3232;Rose;Milsom;24;Female;7;Payment Adjustment Coordinator;Financial Services;Mass Customer;No;9;78258 Hanover Plaza;3070;victoria;Australia;Yes;10
3211;Betsy;Cosh;24;Female;52;Automation Specialist II;Health;High Net Worth;No;7;68486 Anderson Alley;3083;victoria;Australia;Yes;8
3118;Cleveland;Coxon;24;Male;54;Occupational Therapist;Health;High Net Worth;No;9;81183 Maple Wood Plaza;4152;Queensland;Australia;No;8
3450;Brooke;Durman;24;Female;85;Safety Technician III;Retail;Mass Customer;No;6;21 Sugar Place;4207;Queensland;Australia;No;3
3375;Thorsten;Gregon;24;Male;37;Accounting Assistant I;Financial Services;High Net Worth;No;6;2782 Stephen Trail;2216;New South Wales;Australia;Yes;10
2674;Lynsey;Broady;24;Female;59;Food Chemist;Health;High Net Worth;No;5;52408 Autumn Leaf Road;3030;victoria;Australia;No;7
2533;Harper;Ioannidis;24;Male;11;Speech Pathologist;Health;Affluent Customer;No;5;671 Mallory Pass;2177;New South Wales;Australia;Yes;8
2368;Rowe;Losbie;24;Female;98;Chemical Engineer;Manufacturing;Mass Customer;No;10;29 Basil Point;2284;New South Wales;Australia;No;5
2374;Dolf;Baudichon;24;Male;6;Design Engineer;Financial Services;Mass Customer;No;9;43898 Prentice Court;3025;victoria;Australia;No;9
1991;Tobe;Godrich;24;Male;35;Research Nurse;Health;Mass Customer;No;8;42554 Burrows Court;2117;New South Wales;Australia;Yes;10
2112;Aubrie;Glaum;24;Female;64;Accounting Assistant I;Financial Services;Mass Customer;No;6;624 Atwood Circle;2164;New South Wales;Australia;Yes;8
2314;Ravid;Lapenna;24;Male;59;Registered Nurse;Health;High Net Worth;No;7;0522 Nelson Crossing;4304;Queensland;Australia;Yes;3
2344;Wat;Robelin;24;Male;93;Nurse;Financial Services;Mass Customer;No;7;694 Northwestern Court;2155;New South Wales;Australia;Yes;10
2351;Felicity;Beirne;25;Female;35;Assistant Professor;Retail;Affluent Customer;No;10;0866 Pennsylvania Junction;3181;victoria;Australia;Yes;10
2275;Ursulina;Carter;25;Female;77;Human Resources Assistant II;Financial Services;High Net Worth;No;8;3417 Huxley Pass;3355;victoria;Australia;Yes;2
2218;Madelena;Blincoe;25;Female;94;Senior Sales Associate;Health;Affluent Customer;No;4;3468 Rigney Place;3505;victoria;Australia;No;1
2077;Tobe;Lindroos;25;Female;67;Cost Accountant;Financial Services;Mass Customer;No;7;27 Rockefeller Plaza;4556;Queensland;Australia;Yes;8
2029;Charlie;Hastilow;25;Male;10;Nurse;Manufacturing;Mass Customer;No;7;2 Thierer Place;4053;Queensland;Australia;No;8
1980;Kenneth;Viall;25;Male;97;Food Chemist;Health;High Net Worth;No;7;67125 Melody Place;2747;New South Wales;Australia;Yes;8
2607;Laurent;Ainslee;25;Male;90;Registered Nurse;Health;Affluent Customer;No;7;76085 Eagan Crossing;3071;victoria;Australia;Yes;10
2906;Ivory;MacKnocker;25;Female;93;GIS Technical Architect;Retail;Mass Customer;No;4;72850 Lotheville Junction;2480;New South Wales;Australia;Yes;4
3093;Harwilll;Crimes;25;Male;31;Mechanical Systems Engineer;Property;High Net Worth;No;6;06 Lighthouse Bay Pass;3042;victoria;Australia;Yes;9
3032;Renado;Wonfor;25;Male;53;Analog Circuit Design manager;Health;Affluent Customer;No;5;7 Lerdahl Court;4207;Queensland;Australia;Yes;6
242;Taite;Droghan;25;Male;17;Nurse;Property;Affluent Customer;No;8;0796 Melody Park;2200;New South Wales;Australia;No;9
176;Angelo;Clayal;25;Male;39;Accountant I;Property;Mass Customer;No;10;272 Montana Avenue;2021;New South Wales;Australia;No;8
182;Lydon;Dahlman;25;Male;99;Sales Associate;Financial Services;Affluent Customer;No;7;83012 Dapin Lane;4300;Queensland;Australia;Yes;4
374;Valdemar;MacCoughen;25;Male;81;Senior Financial Analyst;Financial Services;Mass Customer;No;8;1823 Judy Center;3165;victoria;Australia;Yes;10
258;Othella;Keher;25;Female;24;Administrative Officer;Manufacturing;High Net Worth;No;9;6759 Nevada Point;2323;New South Wales;Australia;No;6
490;Lida;Boynton;25;Female;44;Environmental Tech;Argiculture;Mass Customer;No;6;8670 Pine View Street;3070;victoria;Australia;No;11
500;Lazar;Crathern;25;Male;19;Recruiting Manager;Retail;Affluent Customer;No;10;2639 Brown Road;3910;victoria;Australia;Yes;7
670;Janifer;Pountain;25;Female;75;Business Systems Development Analyst;Retail;Affluent Customer;No;8;756 Farragut Place;4740;Queensland;Australia;No;2
1128;Kirsten;Longman;25;Female;47;Financial Advisor;Financial Services;Mass Customer;No;8;81114 7th Place;4869;Queensland;Australia;Yes;4
1113;Dorie;Willock;25;Male;45;Recruiter;Property;Mass Customer;No;6;515 3rd Road;2037;New South Wales;Australia;No;12
1638;Zachery;Monkhouse;25;Male;55;Speech Pathologist;Financial Services;Mass Customer;No;10;313 Schiller Trail;3018;victoria;Australia;Yes;4
1873;Raul;Cabrer;25;Male;49;General Manager;Manufacturing;Affluent Customer;No;4;2769 Banding Avenue;3189;victoria;Australia;Yes;10
1912;Hall;Grouer;25;Male;36;Account Coordinator;Manufacturing;High Net Worth;No;7;3 Roth Place;2449;New South Wales;Australia;No;2
1563;Crosby;Claeskens;25;Male;39;Account Representative IV;Property;Mass Customer;No;9;8462 Emmet Trail;4878;Queensland;Australia;No;4
1478;Fulton;Blayney;25;Male;40;VP Quality Control;Financial Services;High Net Worth;No;9;12 Express Pass;2340;New South Wales;Australia;No;2
1127;Elly;Ormshaw;26;Female;30;Physical Therapy Assistant;Financial Services;Mass Customer;No;8;1879 Mitchell Center;2206;New South Wales;Australia;No;10
1138;Elli;Loxdale;26;Female;77;Statistician I;Retail;Mass Customer;No;5;6 Dapin Park;4503;Queensland;Australia;Yes;6
1110;Lazar;Cherryman;26;Male;73;Information Systems Manager;Retail;High Net Worth;No;12;9 Dayton Alley;3757;victoria;Australia;No;7
991;Lenna;Coales;26;Female;11;Financial Analyst;Financial Services;Mass Customer;No;10;00745 Huxley Center;3757;victoria;Australia;Yes;9
1300;Sisely;Strelitzer;26;Female;0;Physical Therapy Assistant;Financial Services;Affluent Customer;No;9;408 Grover Place;4165;Queensland;Australia;Yes;9
847;Kelci;Morrison;26;Female;66;Chief Design Engineer;Retail;High Net Worth;No;9;00 Algoma Crossing;2141;New South Wales;Australia;No;7
328;Bernice;Kings;26;Female;87;Senior Developer;Manufacturing;Mass Customer;No;12;2 Thierer Lane;3437;victoria;Australia;No;8
369;Alic;Trenear;26;Male;19;Actuary;Financial Services;Mass Customer;No;9;6085 Petterle Circle;3130;victoria;Australia;Yes;10
455;Mile;Dionisii;26;Male;97;Civil Engineer;Manufacturing;Mass Customer;No;5;6 Mariners Cove Center;2233;New South Wales;Australia;Yes;10
246;Binny;Whight;26;Female;63;Technical Writer;Manufacturing;High Net Worth;No;9;25503 Evergreen Drive;4300;Queensland;Australia;No;5
3067;Veronique;Wash;26;Female;8;Chief Design Engineer;Manufacturing;Mass Customer;No;9;2178 Washington Hill;3806;victoria;Australia;Yes;6
3306;Iggy;Whorton;26;Male;50;Compensation Analyst;Financial Services;Mass Customer;No;7;518 Donald Street;2170;New South Wales;Australia;No;9
3373;Inna;Atack;26;Female;19;Research Associate;Health;Mass Customer;No;5;25460 Buell Avenue;2060;New South Wales;Australia;No;10
2611;Aeriel;Lejeune;26;Female;36;Tax Accountant;Financial Services;Affluent Customer;No;9;23426 Transport Center;2218;New South Wales;Australia;No;10
2511;Jedidiah;Daulby;26;Male;20;Technical Writer;Financial Services;Mass Customer;No;4;9 Caliangt Park;2087;New South Wales;Australia;Yes;11
2679;Padriac;Apple;27;Male;5;Director of Sales;Financial Services;High Net Worth;No;10;2864 Corscot Parkway;2756;New South Wales;Australia;No;8
3253;Bernadine;Shakeshaft;27;Female;42;Cost Accountant;Financial Services;High Net Worth;No;7;888 Warrior Avenue;2170;New South Wales;Australia;Yes;8
3044;Russell;Brittoner;27;Male;59;Occupational Therapist;Health;Affluent Customer;No;19;4 Jenifer Hill;3147;victoria;Australia;Yes;12
2899;Leora;Sanderson;27;Female;13;Nuclear Power Engineer;Manufacturing;High Net Worth;No;4;75717 Bartillon Road;2880;New South Wales;Australia;No;1
2955;Stuart;Dutnell;27;Male;74;Community Outreach Specialist;Financial Services;High Net Worth;No;13;7 Blue Bill Park Lane;2765;New South Wales;Australia;No;9
432;Amby;Pentin;27;Male;83;Nuclear Power Engineer;Manufacturing;Affluent Customer;No;10;9 Lukken Parkway;2065;New South Wales;Australia;Yes;10
823;Stesha;Morecombe;27;Female;91;Internal Auditor;Manufacturing;Affluent Customer;No;9;388 Weeping Birch Plaza;2156;New South Wales;Australia;No;11
706;Kane;Gaffer;27;Male;44;Media Manager IV;Financial Services;High Net Worth;No;5;8 Dottie Court;3480;victoria;Australia;Yes;1
472;Kippy;Jessel;27;Female;38;Internal Auditor;Financial Services;Mass Customer;No;8;9907 Morningstar Pass;2147;New South Wales;Australia;Yes;9
574;Gerard;Steketee;27;Male;95;Senior Cost Accountant;Financial Services;Mass Customer;No;20;7 Claremont Court;2111;New South Wales;Australia;No;12
1316;Steven;Castellaccio;27;Male;79;Recruiter;Retail;High Net Worth;No;18;482 Bartelt Junction;4280;Queensland;Australia;Yes;7
1022;Suzann;Wilks;27;Female;56;Assistant Manager;Financial Services;Affluent Customer;No;14;80424 Corben Alley;2136;New South Wales;Australia;Yes;10
1502;Margalit;Handrick;27;Female;52;Design Engineer;Financial Services;Affluent Customer;No;11;78960 Schiller Lane;2450;New South Wales;Australia;Yes;4
1511;Yves;Trehearne;27;Male;97;Internal Auditor;Financial Services;Mass Customer;No;4;8802 Fisk Street;2234;New South Wales;Australia;No;10
1891;Neville;Bloyes;27;Male;6;Marketing Manager;Retail;Mass Customer;No;19;5786 Kinsman Point;2127;New South Wales;Australia;Yes;8
1859;Melamie;Hardman;27;Female;81;Accountant IV;IT;High Net Worth;No;12;5290 Lunder Park;2287;New South Wales;Australia;Yes;7
1589;Walker;Bartalot;28;Male;83;Human Resources Manager;Health;Mass Customer;No;4;78000 Arrowood Center;2775;New South Wales;Australia;Yes;9
1659;Olva;Sheehy;28;Female;75;Software Consultant;Property;High Net Worth;No;13;82598 Arkansas Hill;2088;New South Wales;Australia;Yes;12
1098;Maure;Crow;28;Female;99;Administrative Assistant IV;Financial Services;Mass Customer;No;12;9419 Homewood Way;2160;New South Wales;Australia;Yes;9
1086;Ezechiel;Parnall;28;Male;84;Statistician IV;Property;Mass Customer;No;4;7258 Mandrake Terrace;3138;victoria;Australia;Yes;9
1296;Essy;Vondrak;28;Female;61;Paralegal;Financial Services;Affluent Customer;No;9;87 Reinke Drive;4211;Queensland;Australia;Yes;6
1227;Carlina;Pencot;28;Female;63;Software Engineer I;IT;Affluent Customer;No;12;01 Cottonwood Junction;2285;New South Wales;Australia;Yes;7
1379;Lou;Drews;28;Female;63;Legal Assistant;Financial Services;Mass Customer;No;7;46523 Mcbride Circle;3161;victoria;Australia;Yes;9
529;Sandor;Tumber;28;Male;18;Operator;Retail;Affluent Customer;No;10;66834 Melby Way;2160;New South Wales;Australia;Yes;9
515;Winna;Verny;28;Female;55;Help Desk Operator;IT;High Net Worth;No;8;12845 Paget Lane;2026;New South Wales;Australia;No;12
613;Carolann;O'Hallagan;28;Female;4;Analyst Programmer;Property;High Net Worth;No;17;2 Hoffman Way;2212;New South Wales;Australia;No;9
793;Kissie;Delong;28;Female;97;Actuary;Financial Services;High Net Worth;No;9;57 Gulseth Terrace;2099;New South Wales;Australia;Yes;10
902;Selene;Vasiltsov;28;Female;37;Staff Scientist;Retail;Mass Customer;No;18;9 Northridge Lane;2340;New South Wales;Australia;No;3
438;Ebenezer;Bottelstone;28;Male;25;Internal Auditor;Property;High Net Worth;No;13;007 Gerald Place;3074;victoria;Australia;Yes;4
345;Tish;Oleksiak;28;Female;74;Senior Sales Associate;Health;High Net Worth;No;17;08 Ronald Regan Plaza;2251;New South Wales;Australia;Yes;9
240;Gavin;Fawks;28;Male;49;Administrative Assistant III;IT;High Net Worth;No;15;0 Westend Park;2525;New South Wales;Australia;Yes;9
286;Kiley;Canaan;28;Male;99;Accounting Assistant II;Manufacturing;Affluent Customer;No;11;747 Thackeray Circle;4551;Queensland;Australia;Yes;7
293;Virgilio;Willcocks;28;Male;80;Administrative Assistant III;Manufacturing;Mass Customer;No;20;00 5th Lane;2830;New South Wales;Australia;Yes;2
177;Ondrea;Pablos;28;Female;25;Professor;Financial Services;High Net Worth;No;4;82520 Mifflin Drive;2333;New South Wales;Australia;No;5
174;Catie;Tosspell;28;Female;93;Food Chemist;Health;Mass Customer;No;12;6898 Redwing Park;2148;New South Wales;Australia;No;9
86;Job;Sleney;28;Male;75;Occupational Therapist;Health;High Net Worth;No;7;289 Haas Street;2075;New South Wales;Australia;Yes;11
3453;Jammie;McEvon;28;Female;57;Product Engineer;Retail;Affluent Customer;No;14;12 Kings Hill;4272;Queensland;Australia;No;9
2816;Denys;Dumingos;28;Female;87;Administrative Assistant II;Financial Services;Mass Customer;No;14;515 Warrior Pass;4226;Queensland;Australia;Yes;9
2766;Rozanna;Chartman;28;Female;93;Financial Advisor;Financial Services;High Net Worth;No;8;95 Meadow Valley Plaza;2203;New South Wales;Australia;Yes;9
2472;Mathias;Element;28;Male;99;Product Engineer;Health;High Net Worth;No;16;572 Meadow Ridge Drive;3160;victoria;Australia;Yes;7
2121;Clarita;Jaqueminet;28;Female;35;Nurse;Financial Services;Mass Customer;No;22;464 Bonner Place;3012;victoria;Australia;Yes;8
2130;Evangelina;Coxhell;28;Female;95;Structural Engineer;Property;High Net Worth;No;16;26064 Morningstar Junction;2480;New South Wales;Australia;Yes;2
2095;Anette;Guerreiro;28;Female;69;Account Executive;Manufacturing;Affluent Customer;No;8;158 Lindbergh Crossing;3136;victoria;Australia;No;9
2148;Annis;Freeth;28;Female;78;Engineer I;Manufacturing;Mass Customer;No;15;45613 Meadow Valley Center;3976;victoria;Australia;Yes;6
2225;Christina;Easum;29;Female;45;Occupational Therapist;Health;Affluent Customer;No;19;82237 Dapin Court;4570;Queensland;Australia;No;4
2323;Adair;Piser;29;Male;2;Desktop Support Technician;Property;High Net Worth;No;13;54970 Veith Hill;4125;Queensland;Australia;No;7
2318;Willa;Malyan;29;Female;30;Automation Specialist I;Manufacturing;Mass Customer;No;6;44778 Bellgrove Crossing;3205;victoria;Australia;Yes;10
2097;Web;Decaze;29;Male;38;Recruiter;Telecommunications;Mass Customer;No;21;4081 Lighthouse Bay Alley;4053;Queensland;Australia;No;9
2488;Idalia;Braunton;29;Female;32;Senior Financial Analyst;Financial Services;Mass Customer;No;7;24649 Kennedy Street;2114;New South Wales;Australia;Yes;8
2544;Ellery;Bowra;29;Male;73;VP Marketing;Manufacturing;Mass Customer;No;16;440 Ronald Regan Pass;2261;New South Wales;Australia;Yes;7
2782;Gillian;Scrimshire;29;Female;91;Tax Accountant;IT;Mass Customer;No;12;39 Lindbergh Drive;2170;New South Wales;Australia;No;8
3441;Janelle;Ebbage;29;Female;44;Legal Assistant;Manufacturing;High Net Worth;No;20;0 Reinke Lane;3034;victoria;Australia;Yes;9
123;Almeta;Kalinsky;29;Female;85;Analyst Programmer;Financial Services;High Net Worth;No;15;84 Florence Parkway;2516;New South Wales;Australia;No;8
172;Hilton;Carney;29;Male;54;Editor;Manufacturing;Affluent Customer;No;6;35386 Mockingbird Road;3749;victoria;Australia;Yes;4
363;Sabrina;Caddy;29;Female;82;Project Manager;Retail;Mass Customer;No;7;93583 Moland Way;2066;New South Wales;Australia;Yes;12
856;Peyton;Monkeman;29;Male;63;Quality Engineer;Financial Services;Mass Customer;No;9;94 Anhalt Way;3139;victoria;Australia;Yes;7
798;Dorita;Blackburne;29;Female;22;Teacher;Financial Services;High Net Worth;No;5;1 Loomis Parkway;3156;victoria;Australia;No;9
623;Hazel;Brokenshire;29;Male;52;Health Coach II;Property;High Net Worth;No;4;4 Loeprich Avenue;4022;Queensland;Australia;No;3
661;Cinderella;Haslen;29;Female;35;Sales Associate;IT;High Net Worth;No;14;30274 Graedel Way;2577;New South Wales;Australia;No;7
